"code"	"english"	"latin"	"french"	"aphia.id"	"kingdom"	"phylum"	"class"	"subclass"	"order"	"superfamily"	"family"	"infraclass"	"subterclass"	"superorder"	"subkingdom"	"infrakingdom"	"subphylum"	"infraphylum"	"superclass"	"phylum (division)"	"suborder"	"infraorder"	"parvorder"	"subfamily"	"genus"	"species"	"tribe"	"section"	"subsection"	"subgenus"	"subphylum (subdivision)"	"subspecies"
82	"Sharksucker"	"Echeneis naucrates"	"Naucrate"	126848	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Echeneidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Echeneis"	"Echeneis naucrates"	""	""	""	""	""	""
83	"Spearfish remora"	"Remora brachyptera"	"Rémora brun"	126851	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Echeneidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Remora"	"Remora brachyptera"	""	""	""	""	""	""
84	"Remora"	"Remora remora"	"Rémora noir"	126853	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Echeneidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Remora"	"Remora remora"	""	""	""	""	""	""
85	"Blue runner"	"Caranx crysos"	"Carangue jaune"	126802	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Carangidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Caranx"	"Caranx crysos"	""	""	""	""	""	""
86	"Crevalle jack"	"Caranx hippos"	"Carangue crevallé"	126803	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Carangidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Caranx"	"Caranx hippos"	""	""	""	""	""	""
87	"Mackerel scad"	"Decapterus macarellus"	"Faux-maquereau"	126807	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Carangidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Decapterus"	"Decapterus macarellus"	""	""	""	""	""	""
88	"Pilotfish"	"Naucrates ductor"	"Fanfre"	126811	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Carangidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Naucrates"	"Naucrates ductor"	""	""	""	""	""	""
89	"Bigeye scad"	"Selar crumenophthalmus"	"Sélar à grandes paupieres"	159646	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Carangidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Selar"	"Selar crumenophthalmus"	""	""	""	""	""	""
90	"Unsp. fish"	"Unid. fish (larvae;juvenile and adults)"	"Poisson non-identifié (toutes les ages et longueurs)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
91	"Atlantic lookdown"	"Selene vomer"	"Sélène Atlantique"	159649	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Carangidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Selene"	"Selene vomer"	""	""	""	""	""	""
92	"Greater amberjack"	"Seriola dumerili"	"Seriola dumerili"	126816	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Carangidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Seriola"	"Seriola dumerili"	""	""	""	""	""	""
93	"Horse mackerel"	"Trachurus trachurus"	"Chinchard"	126822	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Carangidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Trachurus"	"Trachurus trachurus"	""	""	""	""	""	""
94	"Atlantic moonfish"	"Vomer setapinnis"	"Assiètte atlantique"	159647	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Carangidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Selene"	"Selene setapinnis"	""	""	""	""	""	""
95	"Atlantic pomfret"	"Brama brama"	"Grande castagnole"	126783	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Bramidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Brama"	"Brama brama"	""	""	""	""	""	""
96	"Bigscale pomfret"	"Taractichthys longipinnis"	"Castagnole fauchoir"	126788	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Bramidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Taractichthys"	"Taractichthys longipinnis"	""	""	""	""	""	""
97	"Greenland manefish"	"Caristius groenlandicus"	"Cariste du Groenland"	873087	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Caristiidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Caristius"	"Caristius fasciatus"	""	""	""	""	""	""
98	"Lutjanus sp."	"Lutjanus sp."	"Lutjanus sp."	159791	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Lutjanidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Lutjanus"	""	""	""	""	""	""	""
99	"Sheepshead"	"Archosargus probatocephalus"	"Spare tête-de-mouton"	159238	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Sparidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Archosargus"	"Archosargus probatocephalus"	""	""	""	""	""	""
100	"Finfishes unsp."	"Finfishes (ns)"	"Poissons"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
101	"Gadoids"	"Gadoidei s.o."	"Gadoidei s.o."	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
102	"Scup"	"Stenotomus chrysops"	"Spare doré"	159811	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Sparidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Stenotomus"	"Stenotomus chrysops"	""	""	""	""	""	""
103	"Weakfish"	"Cynoscion regalis"	"Acoupa royal"	159313	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Sciaenidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Cynoscion"	"Cynoscion regalis"	""	""	""	""	""	""
104	"Black drum"	"Pogonias cromis"	"Grand tambour"	159333	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Sciaenidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Pogonias"	"Pogonias cromis"	""	""	""	""	""	""
105	"Red goatfish"	"Mullus auratus"	"Rouget doré"	159418	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Mullidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Mullus"	"Mullus auratus"	""	""	""	""	""	""
106	"Bermuda chub"	"Kyphosus sectatrix"	"Kyphose des Bermudes"	303486	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Kyphosidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	"Kyphosinae"	"Kyphosus"	"Kyphosus sectatrix"	""	""	""	""	""	""
107	"Spotfin butterflyfish"	"Chaetodon ocellatus"	"Palhala"	159662	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Chaetodontidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Chaetodon"	"Chaetodon ocellatus"	""	""	""	""	""	""
108	"Lepidion eques"	"Lepidion eques"	"Lépidion à grands yeux"	126493	"Animalia"	"Chordata"	"Actinopterygii"	""	"Gadiformes"	""	"Moridae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Lepidion"	"Lepidion eques"	""	""	""	""	""	""
109	"Dainty mora"	"Halargyreus johnsonii"	"More délicat"	126489	"Animalia"	"Chordata"	"Actinopterygii"	""	"Gadiformes"	""	"Moridae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Halargyreus"	"Halargyreus johnsonii"	""	""	""	""	""	""
110	"Arctic cod"	"Boreogadus saida"	"Saida (morue arctique)"	126433	"Animalia"	"Chordata"	"Actinopterygii"	""	"Gadiformes"	""	"Gadidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Boreogadus"	"Boreogadus saida"	""	""	""	""	""	""
111	"Spotted hake"	"Urophycis regia"	"Merluche tachetée"	158991	"Animalia"	"Chordata"	"Actinopterygii"	""	"Gadiformes"	""	"Phycidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Urophycis"	"Urophycis regia"	""	""	""	""	""	""
112	"Longfin hake"	"Urophycis chesteri"	"Merluche à longues nageoires"	158988	"Animalia"	"Chordata"	"Actinopterygii"	""	"Gadiformes"	""	"Phycidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Phycis"	"Phycis chesteri"	""	""	""	""	""	""
113	"Blue antimora/hake"	"Antimora rostrata"	"Antimore bleu"	126486	"Animalia"	"Chordata"	"Actinopterygii"	""	"Gadiformes"	""	"Moridae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Antimora"	"Antimora rostrata"	""	""	""	""	""	""
114	"Fourbeard rockling"	"Enchelyopus cimbrius"	"Motelle à quatre barbillons"	126450	"Animalia"	"Chordata"	"Actinopterygii"	""	"Gadiformes"	""	"Lotidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Enchelyopus"	"Enchelyopus cimbrius"	""	""	""	""	""	""
115	"Threebeard rockling"	"Gaidropsarus ensis"	"Mustèle arctique à trois barbillons"	126453	"Animalia"	"Chordata"	"Actinopterygii"	""	"Gadiformes"	""	"Lotidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Gaidropsarus"	"Gaidropsarus ensis"	""	""	""	""	""	""
116	"Silver rockling"	"Gaidropsarus argentatus"	"Mustèle argentée"	126451	"Animalia"	"Chordata"	"Actinopterygii"	""	"Gadiformes"	""	"Lotidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Gaidropsarus"	"Gaidropsarus argentatus"	""	""	""	""	""	""
117	"Blue whiting"	"Micromesistius poutassou"	"Poutassou"	126439	"Animalia"	"Chordata"	"Actinopterygii"	""	"Gadiformes"	""	"Gadidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Micromesistius"	"Micromesistius poutassou"	""	""	""	""	""	""
118	"Greenland cod"	"Gadus ogac"	"Ogac"	254538	"Animalia"	"Chordata"	"Actinopterygii"	""	"Gadiformes"	""	"Gadidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Gadus"	"Gadus macrocephalus"	""	""	""	""	""	""
119	"Rockling unsp."	"Gaidropsarus sp."	"Mustèle sp."	125743	"Animalia"	"Chordata"	"Actinopterygii"	""	"Gadiformes"	""	"Lotidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Gaidropsarus"	""	""	""	""	""	""	""
120	"White perch"	"Morone americana"	"Perche blanche"	151177	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Moronidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Morone"	"Morone americana"	""	""	""	""	""	""
121	"Southern sea bass"	"Centropristis striata"	"Bar noir"	159348	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Serranidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	"Serraninae"	"Centropristis"	"Centropristis striata"	""	""	""	""	""	""
122	"Cunner"	"Tautogolabrus adspersus"	"Tanche-tautogue"	159785	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Labridae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Labroidei"	""	""	""	"Tautogolabrus"	"Tautogolabrus adspersus"	""	""	""	""	""	""
123	"Rosefish(black belly)"	"Helicolenus dactylopterus"	"Chèvre impériale"	127251	"Animalia"	"Chordata"	"Actinopterygii"	""	"Scorpaeniformes"	""	"Sebastidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Scorpaenoidei"	""	""	"Sebastinae"	"Helicolenus"	"Helicolenus dactylopterus"	""	""	""	""	""	""
124	"Centrobranchus nigro-ocel"	"Centrobranchus nigro-ocellatus"	"Lanterne fine oreille-faucille"	126584	"Animalia"	"Chordata"	"Actinopterygii"	""	"Myctophiformes"	""	"Myctophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Centrobranchus"	"Centrobranchus nigroocellatus"	""	""	""	""	""	""
125	"Diaphus effulgens"	"Diaphus effulgens"	"Diaphus effulgens"	126591	"Animalia"	"Chordata"	"Actinopterygii"	""	"Myctophiformes"	""	"Myctophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Diaphus"	"Diaphus effulgens"	""	""	""	""	""	""
126	"Diaphus perspicillatus"	"Diaphus perspicillatus"	"Diaphus perspicillatus"	158890	"Animalia"	"Chordata"	"Actinopterygii"	""	"Myctophiformes"	""	"Myctophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Diaphus"	"Diaphus perspicillatus"	""	""	""	""	""	""
127	"Diaphus luetkeni"	"Diaphus luetkeni"	"Diaphus luetkeni"	158889	"Animalia"	"Chordata"	"Actinopterygii"	""	"Myctophiformes"	""	"Myctophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Diaphus"	"Diaphus luetkeni"	""	""	""	""	""	""
128	"Diaphus mollis"	"Diaphus mollis"	"Diaphus mollis"	126595	"Animalia"	"Chordata"	"Actinopterygii"	""	"Myctophiformes"	""	"Myctophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Diaphus"	"Diaphus mollis"	""	""	""	""	""	""
129	"Diaphus rafinesquii"	"Diaphus rafinesquii"	"Diaphus rafinesquii"	126596	"Animalia"	"Chordata"	"Actinopterygii"	""	"Myctophiformes"	""	"Myctophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Diaphus"	"Diaphus rafinesquii"	""	""	""	""	""	""
130	"Diaphus termophilus"	"Diaphus termophilus"	"Diaphus termophilus"	126598	"Animalia"	"Chordata"	"Actinopterygii"	""	"Myctophiformes"	""	"Myctophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Diaphus"	"Diaphus termophilus"	""	""	""	""	""	""
131	"Electrona rissoi"	"Electrona rissoi"	"Electrona rissoi"	126600	"Animalia"	"Chordata"	"Actinopterygii"	""	"Myctophiformes"	""	"Myctophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Electrona"	"Electrona risso"	""	""	""	""	""	""
132	"Cocco's lanternfish"	"Gonichthys coccoi"	"Lanterne de Cocco"	126601	"Animalia"	"Chordata"	"Actinopterygii"	""	"Myctophiformes"	""	"Myctophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Gonichthys"	"Gonichthys cocco"	""	""	""	""	""	""
133	"Protomyctophum arcticum"	"Protomyctophum arcticum - obsolete"	"Protomyctophum arcticum -obs"	158917	"Animalia"	"Chordata"	"Actinopterygii"	""	"Myctophiformes"	""	"Myctophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Protomyctophum"	"Protomyctophum arcticum"	""	""	""	""	""	""
134	"Benoit's lanternfish"	"Hygophum benoiti"	"Lanterne à long nez"	126602	"Animalia"	"Chordata"	"Actinopterygii"	""	"Myctophiformes"	""	"Myctophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Hygophum"	"Hygophum benoiti"	""	""	""	""	""	""
135	"Hygophum hygomi"	"Hygophum hygomi"	"Hygophum hygomi"	126603	"Animalia"	"Chordata"	"Actinopterygii"	""	"Myctophiformes"	""	"Myctophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Hygophum"	"Hygophum hygomii"	""	""	""	""	""	""
136	"Hygophum macrochir"	"Hygophum macrochir"	"Hygophum macrochir"	158895	"Animalia"	"Chordata"	"Actinopterygii"	""	"Myctophiformes"	""	"Myctophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Hygophum"	"Hygophum macrochir"	""	""	""	""	""	""
137	"Lampadena luminosa"	"Lampadena luminosa"	"Lampadena luminosa"	158896	"Animalia"	"Chordata"	"Actinopterygii"	""	"Myctophiformes"	""	"Myctophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Lampadena"	"Lampadena luminosa"	""	""	""	""	""	""
138	"Mirror lanternfish"	"Lampadena speculigera"	"Lanterne-miroir"	126608	"Animalia"	"Chordata"	"Actinopterygii"	""	"Myctophiformes"	""	"Myctophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Lampadena"	"Lampadena speculigera"	""	""	""	""	""	""
139	"Lampanyctus alatus"	"Lampanyctus alatus"	"Lampanyctus alatus"	126610	"Animalia"	"Chordata"	"Actinopterygii"	""	"Myctophiformes"	""	"Myctophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Lampanyctus"	"Lampanyctus alatus"	""	""	""	""	""	""
140	"Smooth flounder"	"Liopsetta putnami"	"Plie lisse"	305774	"Animalia"	"Chordata"	"Actinopterygii"	""	"Pleuronectiformes"	""	"Pleuronectidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Pleuronectinae"	"Pleuronectes"	"Pleuronectes putnami"	""	""	""	""	""	""
141	"Summer flounder"	"Paralichthys dentatus"	"Cardeau d'été"	158826	"Animalia"	"Chordata"	"Actinopterygii"	""	"Pleuronectiformes"	""	"Paralichthyidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Paralichthys"	"Paralichthys dentatus"	""	""	""	""	""	""
142	"Fourspot flounder"	"Hippoglossina oblonga"	"Cardeau quatre ocelles"	158833	"Animalia"	"Chordata"	"Actinopterygii"	""	"Pleuronectiformes"	""	"Paralichthyidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Hippoglossina"	"Hippoglossina oblonga"	""	""	""	""	""	""
143	"Windowpane"	"Scophthalmus aquosus"	"Turbot de sable"	158907	"Animalia"	"Chordata"	"Actinopterygii"	""	"Pleuronectiformes"	""	"Scophthalmidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Scophthalmus"	"Scophthalmus aquosus"	""	""	""	""	""	""
144	"Jewel lanternfish"	"Lampanyctus crocodilus"	"Grande lampe bouée"	126612	"Animalia"	"Chordata"	"Actinopterygii"	""	"Myctophiformes"	""	"Myctophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Lampanyctus"	"Lampanyctus crocodilus"	""	""	""	""	""	""
145	"Lampanyctus festivus"	"Lampanyctus festivus"	"Lampanyctus festivus"	126614	"Animalia"	"Chordata"	"Actinopterygii"	""	"Myctophiformes"	""	"Myctophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Lampanyctus"	"Lampanyctus festivus"	""	""	""	""	""	""
146	"Lampanyctus macdonaldi"	"Lampanyctus macdonaldi"	"Lampanyctus macdonaldi"	126617	"Animalia"	"Chordata"	"Actinopterygii"	""	"Myctophiformes"	""	"Myctophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Lampanyctus"	"Lampanyctus macdonaldi"	""	""	""	""	""	""
147	"Lampanyctus pusillus"	"Lampanyctus pusillus"	"Lampanyctus pusillus"	126619	"Animalia"	"Chordata"	"Actinopterygii"	""	"Myctophiformes"	""	"Myctophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Lampanyctus"	"Lampanyctus pusillus"	""	""	""	""	""	""
148	"Notch feelerfish"	"Bathypterois dubius"	"Cran-tactile à muselet"	126342	"Animalia"	"Chordata"	"Actinopterygii"	""	"Aulopiformes"	""	"Ipnopidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Bathypterois"	"Bathypterois dubius"	""	""	""	""	""	""
149	"Longnose greeneye"	"Parasudis truculenta"	"Oeil-vert à long nez"	158868	"Animalia"	"Chordata"	"Actinopterygii"	""	"Aulopiformes"	""	"Chlorophthalmidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Parasudis"	"Parasudis truculenta"	""	""	""	""	""	""
150	"Lanternfish unsp."	"Myctophidae"	"Lanternes"	125498	"Animalia"	"Chordata"	"Actinopterygii"	""	"Myctophiformes"	""	"Myctophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	""	""	""	""	""	""	""	""
151	"Stomiatoid unsp."	"Stomiidae"	"Dragons à écailles"	125604	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Stomiidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	""	""	""	""	""	""	""	""
152	"Lanternfish"	"Diaphus dumerili"	"Diaphus dumerilii"	126590	"Animalia"	"Chordata"	"Actinopterygii"	""	"Myctophiformes"	""	"Myctophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Diaphus"	"Diaphus dumerilii"	""	""	""	""	""	""
153	"Argentinoid unsp."	"Argentinoidei s.o."	"Argentinoidei s.o."	1321884	"Animalia"	"Chordata"	"Actinopterygii"	""	"Argentiniformes"	""	""	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	""	""	""	""	""	""	""	""
154	"Veiled angle mouth"	"Cyclothone microdon"	"Cyclothone à petites dents"	127286	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Gonostomatidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Cyclothone"	"Cyclothone microdon"	""	""	""	""	""	""
155	"Longtooth anglemouth"	"Gonostoma elongatum"	"Gonostome à grandes dents"	221512	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Gonostomatidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Sigmops"	"Sigmops elongatus"	""	""	""	""	""	""
156	"Short-nose greeneye"	"Chlorophthalmus agassizi"	"Oeil-vert camus"	126336	"Animalia"	"Chordata"	"Actinopterygii"	""	"Aulopiformes"	""	"Chlorophthalmidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Chlorophthalmus"	"Chlorophthalmus agassizi"	""	""	""	""	""	""
157	"Glacier lanternfish"	"Benthosema glaciale"	"Lanterne glacière"	126580	"Animalia"	"Chordata"	"Actinopterygii"	""	"Myctophiformes"	""	"Myctophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Benthosema"	"Benthosema glaciale"	""	""	""	""	""	""
158	"Muller's pearlsides"	"Maurolicus muelleri"	"Maurolicus muelleri"	127312	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Sternoptychidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Maurolicinae"	"Maurolicus"	"Maurolicus muelleri"	""	""	""	""	""	""
159	"Boa dragonfish"	"Stomias boa"	"Dragon-boa"	234601	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Stomiidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Stomiinae"	"Stomias"	"Stomias boa"	""	""	""	""	""	"Stomias boa boa"
160	"Atlantic argentine"	"Argentina silus"	"Grande argentine"	126715	"Animalia"	"Chordata"	"Actinopterygii"	""	"Argentiniformes"	""	"Argentinidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Argentina"	"Argentina silus"	""	""	""	""	""	""
161	"Striated argentine"	"Argentina striata"	"Argentine striée"	158718	"Animalia"	"Chordata"	"Actinopterygii"	""	"Argentiniformes"	""	"Argentinidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Argentina"	"Argentina striata"	""	""	""	""	""	""
162	"Argentine.large-eyed"	"Nansenia groenlandica"	"Serpe du Groenland"	126725	"Animalia"	"Chordata"	"Actinopterygii"	""	"Argentiniformes"	""	"Microstomatidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Nansenia"	"Nansenia groenlandica"	""	""	""	""	""	""
163	"Lanternfish, horned"	"Ceratoscopelus maderensis"	"Lanterne cornée"	126585	"Animalia"	"Chordata"	"Actinopterygii"	""	"Myctophiformes"	""	"Myctophidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Ceratoscopelus"	"Ceratoscopelus maderensis"	""	""	""	""	""	""
164	"Atlantic menhaden"	"Brevoortia tyrannus"	"Alose tyran"	158691	"Animalia"	"Chordata"	"Actinopterygii"	""	"Clupeiformes"	""	"Clupeidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Brevoortia"	"Brevoortia tyrannus"	""	""	""	""	""	""
165	"Blueback herring"	"Alosa aestivalis"	"Alose d'été"	158667	"Animalia"	"Chordata"	"Actinopterygii"	""	"Clupeiformes"	""	"Clupeidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Alosa"	"Alosa aestivalis"	""	""	""	""	""	""
