"code"	"english"	"latin"	"french"	"aphia.id"	"kingdom"	"phylum"	"class"	"subclass"	"order"	"superfamily"	"family"	"infraclass"	"subterclass"	"superorder"	"subkingdom"	"infrakingdom"	"subphylum"	"infraphylum"	"superclass"	"phylum (division)"	"suborder"	"infraorder"	"parvorder"	"subfamily"	"genus"	"species"	"tribe"	"section"	"subsection"	"subgenus"	"subphylum (subdivision)"	"subspecies"
1045	"Bathypterois phenax"	"Bathypterois phenax"	""	126345	"Animalia"	"Chordata"	"Actinopterygii"	""	"Aulopiformes"	""	"Ipnopidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Bathypterois"	"Bathypterois phenax"	""	""	""	""	""	""
1047	"Bassogigas sp."	"Bassogigas sp."	""	159061	"Animalia"	"Chordata"	"Actinopterygii"	""	"Ophidiiformes"	""	"Ophidiidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Neobythitinae"	"Bassogigas"	""	""	""	""	""	""	""
1048	"Bassogigas profundissimus"	"Bassogigas profundissimus"	""	272800	"Animalia"	"Chordata"	"Actinopterygii"	""	"Ophidiiformes"	""	"Ophidiidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Neobythitinae"	"Holcomycteronus"	"Holcomycteronus profundissimus"	""	""	""	""	""	""
1049	"Bassozetus taenia"	"Bassozetus taenia"	""	126665	"Animalia"	"Chordata"	"Actinopterygii"	""	"Ophidiiformes"	""	"Ophidiidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Neobythitinae"	"Bassozetus"	"Bassozetus taenia"	""	""	""	""	""	""
1050	"Black oreo"	"Neocyttus helgae"	""	127423	"Animalia"	"Chordata"	"Actinopterygii"	""	"Zeiformes"	""	"Oreosomatidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Oreosomatinae"	"Neocyttus"	"Neocyttus helgae"	""	""	""	""	""	""
1051	"Bathyonus laticeps"	"Bathyonus laticeps"	""	126666	"Animalia"	"Chordata"	"Actinopterygii"	""	"Ophidiiformes"	""	"Ophidiidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Neobythitinae"	"Bathyonus"	"Bathyonus laticeps"	""	""	""	""	""	""
1052	"Rouleina sp."	"Rouleina sp."	""	125882	"Animalia"	"Chordata"	"Actinopterygii"	""	"Osmeriformes"	""	"Alepocephalidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Rouleina"	""	""	""	""	""	""	""
1053	"Trachyrhynchus sp."	"Trachyrhynchus sp."	""	125759	"Animalia"	"Chordata"	"Actinopterygii"	""	"Gadiformes"	""	"Macrouridae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Trachyrincinae"	"Trachyrincus"	""	""	""	""	""	""	""
1054	"Duckbill barracudina"	"Paralepis atlantica kroyer"	""	126359	"Animalia"	"Chordata"	"Actinopterygii"	""	"Aulopiformes"	""	"Paralepididae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Magnisudis"	"Magnisudis atlantica"	""	""	""	""	""	""
1055	"Scopelarchidae f."	"Scopelarchidae f."	""	125448	"Animalia"	"Chordata"	"Actinopterygii"	""	"Aulopiformes"	""	"Scopelarchidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	""	""	""	""	""	""	""	""
1056	"Stereomastis sculpta"	"Stereomastis sculpta"	""	107700	"Animalia"	"Arthropoda"	"Malacostraca"	"Eumalacostraca"	"Decapoda"	""	"Polychelidae"	""	""	"Eucarida"	""	""	"Crustacea"	""	"Multicrustacea"	""	"Pleocyemata"	"Polychelida"	""	""	"Stereomastis"	"Stereomastis sculpta"	""	""	""	""	""	""
1057	"Barathrites parri"	"Barathrites parri"	""	158999	"Animalia"	"Chordata"	"Actinopterygii"	""	"Ophidiiformes"	""	"Ophidiidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Neobythitinae"	"Barathrites"	"Barathrites parri"	""	""	""	""	""	""
1058	"Coryphaenoides guentheri"	"Coryphaenoides guenther"	""	158958	"Animalia"	"Chordata"	"Actinopterygii"	""	"Gadiformes"	""	"Macrouridae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Macrourinae"	"Coryphaenoides"	"Coryphaenoides guentheri"	""	""	""	""	""	""
1059	"Great barraduda"	"Sphraena barracuda"	""	345843	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Sphyraenidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Sphyraenoidei"	""	""	""	"Sphyraena"	"Sphyraena barracuda"	""	""	""	""	""	""
1060	"Coryphaenoides carapinus"	"Coryphaenoides carapinus"	""	158956	"Animalia"	"Chordata"	"Actinopterygii"	""	"Gadiformes"	""	"Macrouridae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Macrourinae"	"Coryphaenoides"	"Coryphaenoides carapinus"	""	""	""	""	""	""
1061	"Caelorinchus occa"	"Caelorinchus occa"	""	280323	"Animalia"	"Chordata"	"Actinopterygii"	""	"Gadiformes"	""	"Macrouridae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Macrourinae"	"Coelorinchus"	"Coelorinchus occa"	""	""	""	""	""	""
1062	"Cetonurus globiceps"	"Cetonurus globiceps"	""	126467	"Animalia"	"Chordata"	"Actinopterygii"	""	"Gadiformes"	""	"Macrouridae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Macrourinae"	"Cetonurus"	"Cetonurus globiceps"	""	""	""	""	""	""
1063	"Gadomus arcuatus"	"Gadomus arcuatus"	""	126469	"Animalia"	"Chordata"	"Actinopterygii"	""	"Gadiformes"	""	"Macrouridae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Bathygadinae"	"Gadomus"	"Gadomus arcuatus"	""	""	""	""	""	""
1064	"Coryphaenoides sp"	"Coryphaenoides sp"	""	125748	"Animalia"	"Chordata"	"Actinopterygii"	""	"Gadiformes"	""	"Macrouridae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Macrourinae"	"Coryphaenoides"	""	""	""	""	""	""	""
1065	"Coryphaenoides guentheri"	"Coryphaenoides guentheri"	""	158958	"Animalia"	"Chordata"	"Actinopterygii"	""	"Gadiformes"	""	"Macrouridae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Macrourinae"	"Coryphaenoides"	"Coryphaenoides guentheri"	""	""	""	""	""	""
1066	"Lycodonus mirabilis"	"Lycodonus mirabilis"	""	159266	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Zoarcidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Zoarcoidei"	""	""	"Lycodinae"	"Lycodonus"	"Lycodonus mirabilis"	""	""	""	""	""	""
1067	"Pachycara crassiceps"	"Pachycara crassiceps"	""	127122	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Zoarcidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Zoarcoidei"	""	""	"Lycodinae"	"Pachycara"	"Pachycara crassiceps"	""	""	""	""	""	""
1068	"Pink flabby whalefish"	"Cetostoma regani"	""	126406	"Animalia"	"Chordata"	"Actinopterygii"	""	"Cetomimiformes"	""	"Cetomimidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Cetostoma"	"Cetostoma regani"	""	""	""	""	""	""
1069	"Platytroctes apus"	"Platytroctes apus"	""	126746	"Animalia"	"Chordata"	"Actinopterygii"	""	"Osmeriformes"	""	"Platytroctidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Platytroctes"	"Platytroctes apus"	""	""	""	""	""	""
1070	"Barathrodemus manatinus"	"Barathrodemus manatinus"	""	159044	"Animalia"	"Chordata"	"Actinopterygii"	""	"Ophidiiformes"	""	"Ophidiidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Neobythitinae"	"Barathrodemus"	"Barathrodemus manatinus"	""	""	""	""	""	""
1072	"Cataetyx laticeps"	"Cataetyx laticeps"	""	126657	"Animalia"	"Chordata"	"Actinopterygii"	""	"Ophidiiformes"	""	"Bythitidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Bythitinae"	"Cataetyx"	"Cataetyx laticeps"	""	""	""	""	""	""
1073	"Bathytroctes macrognathus"	"Bathytroctes macrognathus"	""	126690	"Animalia"	"Chordata"	"Actinopterygii"	""	"Osmeriformes"	""	"Alepocephalidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Bathytroctes"	"Bathytroctes macrognathus"	""	""	""	""	""	""
1074	"Monomitopis agassizii"	"Monomitopis agassizii"	""	158765	"Animalia"	"Chordata"	"Actinopterygii"	""	"Ophidiiformes"	""	"Ophidiidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Neobythitinae"	"Monomitopus"	"Monomitopus agassizii"	""	""	""	""	""	""
1075	"Guttigadus latifrons"	"Guttigadus latifrons"	""	158978	"Animalia"	"Chordata"	"Actinopterygii"	""	"Gadiformes"	""	"Moridae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Guttigadus"	"Guttigadus latifrons"	""	""	""	""	""	""
1076	"Laemonema barbatulum"	"Laemonema barbatulum"	""	158979	"Animalia"	"Chordata"	"Actinopterygii"	""	"Gadiformes"	""	"Moridae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Laemonema"	"Laemonema barbatulum"	""	""	""	""	""	""
1077	"Bathychaunax roseus"	"Bathychaunax roseus"	""	280135	"Animalia"	"Chordata"	"Actinopterygii"	""	"Lophiiformes"	""	"Chaunacidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Chaunacops"	"Chaunacops roseus"	""	""	""	""	""	""
1078	"Ophidiiformes unsp."	"Ophidiiformes"	""	10314	"Animalia"	"Chordata"	"Actinopterygii"	""	"Ophidiiformes"	""	""	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	""	""	""	""	""	""	""	""
1080	"Apogon sp."	"Apogon sp."	""	125913	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Apogonidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	"Apogoninae"	"Apogon"	""	""	""	""	""	""	""
1081	"Bathophilus brevis"	"Bathophilus brevis"	""	127329	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Stomiidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Melanostomiinae"	"Bathophilus"	"Bathophilus brevis"	""	""	""	""	""	""
1082	"Coelorinchus sp."	"Coelorinchus sp."	""	268809	"Animalia"	"Chordata"	"Actinopterygii"	""	"Gadiformes"	""	"Macrouridae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Macrourinae"	"Coelorinchus"	""	""	""	""	""	""	""
1083	"Danaphryne sp."	"Danaphryne sp."	""	159199	"Animalia"	"Chordata"	"Actinopterygii"	""	"Lophiiformes"	""	"Oneirodidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Danaphryne"	""	""	""	""	""	""	""
1084	"Fistularia petimba"	"Fistularia petimba"	""	159439	"Animalia"	"Chordata"	"Actinopterygii"	""	"Syngnathiformes"	""	"Fistulariidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Fistularia"	"Fistularia petimba"	""	""	""	""	""	""
1085	"Leptacanthichthys sp."	"Leptacanthichthys sp."	""	125808	"Animalia"	"Chordata"	"Actinopterygii"	""	"Lophiiformes"	""	"Oneirodidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Leptacanthichthys"	""	""	""	""	""	""	""
1086	"Melanostomias biseriatus"	"Melanostomias biseriatus"	""	127360	"Animalia"	"Chordata"	"Actinopterygii"	""	"Stomiiformes"	""	"Stomiidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Melanostomiinae"	"Melanostomias"	"Melanostomias biseriatus"	""	""	""	""	""	""
1087	"Notocanthus bonaparte"	"Notocanthus bonaparte"	""	126642	"Animalia"	"Chordata"	"Actinopterygii"	""	"Notacanthiformes"	""	"Notacanthidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Notacanthus"	"Notacanthus bonaparte"	""	""	""	""	""	""
1088	"Ophidion sp."	"Ophidion sp."	""	125863	"Animalia"	"Chordata"	"Actinopterygii"	""	"Ophidiiformes"	""	"Ophidiidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	"Ophidiinae"	"Ophidion"	""	""	""	""	""	""	""
1089	"Pseudoscopelus altipinnus"	"Pseudoscopelus altipinnus"	""	126843	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Chiasmodontidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Trachinoidei"	""	""	""	"Pseudoscopelus"	"Pseudoscopelus altipinnis"	""	""	""	""	""	""
1090	"Rhomboplites aurorubens"	"Rhomboplites aurorubens"	""	159807	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Lutjanidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Rhomboplites"	"Rhomboplites aurorubens"	""	""	""	""	""	""
1091	"Unsp. species"	"Unidentified a"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1092	"Unsp. species"	"Unidentified b"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1093	"Unsp. species"	"Unidentified c"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1094	"Unsp. species"	"Unidentified d"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1095	"Unsp. species"	"Unidentified e"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1096	"Rinoctes nasutus"	"Rinoctes nasutus"	""	126708	"Animalia"	"Chordata"	"Actinopterygii"	""	"Osmeriformes"	""	"Alepocephalidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Rinoctes"	"Rinoctes nasutus"	""	""	""	""	""	""
1097	"Selene setapinnis"	"Selene setapinnis"	""	159647	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Carangidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Percoidei"	""	""	""	"Selene"	"Selene setapinnis"	""	""	""	""	""	""
1098	"Trichopsetta ventralis"	"Trichopsetta ventralis"	""	159217	"Animalia"	"Chordata"	"Actinopterygii"	""	"Pleuronectiformes"	""	"Bothidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Trichopsetta"	"Trichopsetta ventralis"	""	""	""	""	""	""
1099	"Fish remains"	"Fish remains"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1100	"Eggs unsp."	"Eggs unid."	"Oeufs non-identifié"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1101	"Boarfish"	"Antigonia sp."	""	126242	"Animalia"	"Chordata"	"Actinopterygii"	""	"Perciformes"	""	"Caproidae"	""	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	"Caproidei"	""	""	""	"Antigonia"	""	""	""	""	""	""	""
1191	"Leucoraja <35cm?"	"Leucoraja sp."	""	105763	"Animalia"	"Chordata"	"Elasmobranchii"	"Neoselachii"	"Rajiformes"	""	"Rajidae"	"Batoidea"	""	""	""	""	"Vertebrata"	"Gnathostomata"	"Pisces"	""	""	""	""	""	"Leucoraja"	""	""	""	""	""	""	""
1192	"Purse deepwater skate"	"Purse deepwater skate"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1193	"Purse freckled skate"	"Purse freckled skate"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1194	"Purse rosette skate"	"Purse rosette skate"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1195	"Purse raja bigelow skate"	"Purse raja bigelow skate"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1196	"Purse white skate"	"Purse white skate"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1197	"Purse abyssal skate"	"Purse abyssal skate"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1198	"Purse arctic skate"	"Purse arctic skate"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1199	"Purse barndoor skate"	"Purse barndoor skate"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1200	"Fish eggs-unsp."	"Fish eggs-unidentified"	"Oeufs de poissons non-identifié"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1201	"Purse thorny skate"	"Purse thorny skate"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1202	"Purse smooth skate"	"Purse smooth skate"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1203	"Purse little skate"	"Purse little skate"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1204	"Purse winter skate"	"Purse winter skate"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1205	"Purse spinytail skate"	"Purse spinytail skate"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1206	"Purse brier skate"	"Purse brier skate"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1207	"Purse round skate"	"Purse round skate"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1208	"Purse soft skate"	"Purse soft skate"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1209	"Purse jensens skate"	"Purse jensens skate"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1210	"Cod family (eggs)"	"Gadidae f."	"Gadidae f. (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1211	"Cod eggs"	"Gadus morhua eggs"	"Oeuf de morue"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1212	"Haddock eggs"	"Melanogrammus aeglefinus eggs"	"Oeuf d'Aiglefin"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1215	"Muller's pearlsides eggs"	"Maurolicus muelleri"	"Maurolicus muelleri (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1218	"Sea raven, eggs"	"Hemitripterus americanus; eggs"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1219	"Smooth flounder eggs"	"Liopsetta putnami eggs"	"Plie lisse (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1220	"Fourspot flounder eggs"	"Paralichthys oblongus eggs"	"Cardeau quatre ocelles (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1221	"Herring eggs"	"Clupea harengus eggs"	"Hareng atlantique (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1222	"Plaice eggs"	"Hippoglossoides platessoides eggs"	"Plie canadienne (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1223	"Mackerel eggs"	"Scomber scombrus eggs"	"Maquereau bleu (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1224	"Skate unsp. eggs"	"Raja eggs"	"Oeufs de raie non spécifiés"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1225	"Lumpfish eggs"	"Cyclopterus lumpus eggs"	"Grosse poule de mer (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1226	"Sand lance eggs"	"Ammodytes eggs"	"Ammodytes sp. (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1227	"Witch eggs"	"Glyptocephalus cynoglossus eggs"	"Plie grise (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1228	"Sculpin eggs unsp."	"Myoxocephalus eggs"	"Chaboisseau sp. (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1229	"F.b. rockling eggs"	"Enchelyopus cimbrius eggs"	"Motelle à quatre barbillons (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1230	"Yellowtail eggs"	"Limanda ferruginea eggs"	"Limande à queue jaune (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1231	"Unsp. flatfish eggs"	"Pleuronectiforme eggs"	"Pleuronectiformes o. (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1232	"Cunner eggs"	"Tautogolabrus adspersus eggs"	"Tanche-tautogue (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1233	"White hake eggs"	"Urophycis tenuis eggs"	"Merluche blanche (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1234	"Butterfish eggs"	"Peprilus triacanthus eggs"	"Stromatée à fossette (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1235	"Cusk eggs"	"Brosme brosme eggs"	"Brosme (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1236	"Hake sp./4brock/butterfish/windowpane"	"H4b eggs"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1237	"Cod/haddock eggs"	"Cod/haddock eggs"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1238	"Angler/monkfish eggs"	"Lophius americanus eggs"	"Baudroie d'Amérique (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1239	"Silver hake eggs"	"Merluccius bilinearis eggs"	"Merlu argenté (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1240	"Silver/l.f.hake eggs"	"Silver/l.f.hake eggs"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1241	"S/l.f.hake/4b rock. eggs"	"S/l.f.hake/4b rock. eggs"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1242	"Cod/haddock/witch eggs"	"Cod/haddock/witch eggs"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1243	"Cusk/mackerel eggs"	"Cusk/mackerel eggs"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1244	"Cunner/yellowtail eggs"	"Cunner/yellowtail eggs"	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1245	"Offshore hake eggs"	"Merluccius albidus eggs"	"Merlu blanc (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1246	"Hake eggs"	"Urophycis sp. eggs"	"Merluches (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1247	"Pollock eggs"	"Pollachius virens eggs"	"Goberge (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1248	"Atl halibut eggs"	"Hippoglossus hippoglossus eggs"	"Flétan Atlantique (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
1249	"Brill-windowpane eggs"	"Scophthalmus aquosus eggs"	"Turbot de sable (Oeuf)"	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
